Order_ID,Order_Date,Year,Region,Category,Channel,Customer_Segment,Payment_Method,Quantity,Unit_Price_INR,Discount,Shipping_Cost_INR,Customer_Rating,Returned,Sales_INR
ORD100197,2020-04-01 02:19:53,2020,West,Sports,Website,Corporate,Credit Card,5,1570.43,0.16,245.91,4.2,0,7630.36
ORD100198,2023-10-10 03:05:59,2023,West,Home & Kitchen,Website,Corporate,Net Banking,4,2172.57,0.209,248.42,3.7,0,6621.14
ORD100199,2020-05-25 00:42:14,2020,Central,Electronics,Website,Corporate,UPI,3,2580.63,0.059,202.52,3.8,0,8260.55
ORD100200,2025-06-09 06:53:51,2025,South,Home & Kitchen,Mobile App,Corporate,COD,7,1783.41,0.131,65.68,3.1,0,12465.36
ORD100201,2025-01-04 13:26:40,2025,Central,Home & Kitchen,Marketplace,Corporate,UPI,7,1544.16,0.133,245.1,5.0,0,10687.92
ORD100202,2025-11-18 21:40:30,2025,South,Beauty,Mobile App,Corporate,Credit Card,1,1102.42,0.065,102.12,3.6,0,1331.04
ORD100203,2025-05-21 13:28:33,2025,West,Clothing,Website,Consumer,Debit Card,2,1015.6,0.17,103.4,4.6,0,2003.43
ORD100204,2020-09-15 01:28:28,2020,North,Home & Kitchen,Mobile App,Consumer,UPI,2,1745.23,0.044,181.21,4.2,0,3779.97
ORD100205,2020-06-26 05:58:14,2020,Central,Home & Kitchen,Marketplace,Corporate,Debit Card,7,2198.05,0.153,40.79,4.2,0,14144.73
ORD100206,2021-05-25 18:52:26,2021,South,Clothing,Website,Home Office,COD,4,1256.12,0.034,211.67,3.9,0,5530.51
ORD100207,2022-04-15 19:27:56,2022,Central,Sports,Website,Home Office,COD,6,1222.25,0.146,249.41,3.5,0,7680.61
ORD100208,2025-02-27 06:27:20,2025,South,Clothing,Website,Corporate,UPI,6,1165.15,0.093,200.52,3.4,0,7581.75
ORD100209,2024-02-18 19:30:41,2024,West,Sports,Marketplace,Home Office,Debit Card,6,1620.02,0.136,201.97,5.0,0,8742.05
ORD100210,2023-07-06 04:12:09,2023,East,Clothing,Website,Home Office,Debit Card,1,1083.71,0.13,115.87,4.1,0,1095.33
ORD100211,2025-02-23 02:28:03,2025,North,Books,Mobile App,Corporate,UPI,1,610.62,0.272,44.5,4.7,0,560.53
ORD100212,2023-07-09 21:18:56,2023,North,Home & Kitchen,Marketplace,Consumer,Net Banking,3,1783.78,0.147,204.39,4.9,0,4776.15
ORD100213,2021-08-26 20:36:30,2021,West,Electronics,Mobile App,Corporate,Debit Card,3,2054.61,0.246,161.37,3.7,0,6336.95
ORD100214,2021-11-21 15:07:35,2021,North,Electronics,Mobile App,Corporate,Net Banking,6,1941.52,0.068,230.05,4.3,0,11706.72
ORD100215,2022-08-14 12:02:36,2022,South,Sports,Website,Consumer,Credit Card,2,1804.25,0.106,55.51,4.0,0,3584.69
ORD100216,2019-08-15 21:38:30,2019,East,Books,Website,Home Office,Credit Card,3,532.49,0.023,97.13,3.2,0,1641.17
ORD100217,2024-03-10 19:51:05,2024,South,Clothing,Website,Home Office,Net Banking,2,1503.01,0.126,109.34,3.9,0,2412.5
ORD100218,2023-07-27 11:53:01,2023,North,Beauty,Marketplace,Consumer,Net Banking,2,892.98,0.201,180.32,4.4,0,1583.08
ORD100219,2024-02-12 18:48:19,2024,West,Beauty,Website,Corporate,UPI,2,720.47,0.251,203.3,3.7,1,1324.59
ORD100220,2022-09-26 18:10:05,2022,West,Electronics,Website,Consumer,Credit Card,2,2183.01,0.17,241.42,3.8,0,4043.82
ORD100221,2024-06-24 05:54:22,2024,West,Home & Kitchen,Marketplace,Consumer,Debit Card,4,1852.61,0.192,94.99,3.9,0,6127.06
ORD100222,2025-08-24 13:31:21,2025,Central,Sports,Mobile App,Consumer,COD,3,1502.72,0.053,138.6,5.0,0,4209.33
ORD100223,2022-12-27 18:01:12,2022,North,Books,Mobile App,Corporate,Credit Card,4,659.41,0.011,36.37,2.8,0,3320.49
ORD100224,2022-02-09 20:16:52,2022,East,Books,Marketplace,Consumer,Credit Card,4,688.03,0.238,85.66,4.3,1,2373.14
ORD100225,2019-09-25 09:30:30,2019,South,Electronics,Mobile App,Consumer,COD,6,2602.0,0.05,112.28,3.8,1,17513.41
ORD100226,2024-06-13 07:10:53,2024,Central,Clothing,Marketplace,Corporate,Net Banking,7,1391.69,0.027,160.64,3.6,0,10607.94
ORD100227,2025-04-29 13:20:15,2025,East,Home & Kitchen,Mobile App,Corporate,COD,4,1886.04,0.281,133.59,3.8,0,6224.7
ORD100228,2023-11-23 21:31:22,2023,North,Electronics,Marketplace,Consumer,Net Banking,5,2429.99,0.289,110.18,4.4,0,9241.21
ORD100229,2025-01-21 09:40:54,2025,West,Beauty,Marketplace,Corporate,COD,6,817.48,0.185,167.3,4.5,0,4290.14
ORD100230,2025-01-10 05:25:17,2025,North,Electronics,Mobile App,Consumer,UPI,5,2632.33,0.114,212.3,4.1,0,12476.96
ORD100231,2024-08-01 22:29:20,2024,South,Electronics,Website,Home Office,Credit Card,1,2686.79,0.25,83.17,4.7,1,2068.77
ORD100232,2022-07-09 08:42:08,2022,West,Electronics,Marketplace,Corporate,Credit Card,7,1973.33,0.061,105.43,4.8,0,12471.59
ORD100233,2019-09-13 05:57:49,2019,East,Clothing,Website,Home Office,UPI,2,1620.52,0.129,185.08,4.5,0,3038.69
ORD100234,2019-01-09 07:06:28,2019,West,Sports,Website,Consumer,Net Banking,3,1825.2,0.107,201.15,3.6,0,4911.28
ORD100235,2020-06-06 10:33:07,2020,East,Clothing,Mobile App,Home Office,Net Banking,5,1278.51,0.274,211.59,4.3,0,4948.75
ORD100236,2022-01-06 16:46:21,2022,Central,Books,Marketplace,Corporate,UPI,3,687.47,0.276,76.05,4.3,0,1744.11
ORD100237,2024-03-15 15:25:14,2024,East,Clothing,Website,Consumer,UPI,2,1061.11,0.195,148.64,3.5,0,2046.08
ORD100238,2022-03-11 01:01:43,2022,North,Electronics,Marketplace,Home Office,UPI,7,1683.86,0.033,228.0,3.0,0,10836.65
ORD100239,2019-03-01 03:30:21,2019,North,Home & Kitchen,Marketplace,Consumer,Debit Card,1,1694.39,0.145,116.23,2.7,1,1522.8
ORD100240,2020-06-21 15:26:16,2020,West,Sports,Marketplace,Consumer,Debit Card,2,1591.48,0.074,124.57,4.0,0,2883.98
ORD100241,2025-11-07 21:33:21,2025,North,Electronics,Mobile App,Home Office,Credit Card,7,2075.25,0.265,246.66,4.2,0,10606.23
ORD100242,2025-11-30 09:14:40,2025,South,Electronics,Website,Consumer,COD,6,2789.9,0.042,54.87,3.2,0,15325.84
ORD100243,2021-08-21 23:33:47,2021,North,Books,Mobile App,Corporate,Credit Card,1,489.55,0.016,185.23,4.7,0,737.34
ORD100244,2024-08-19 13:02:06,2024,South,Beauty,Website,Consumer,Debit Card,6,814.2,0.211,217.04,4.1,0,4262.29
ORD100245,2024-01-13 13:30:28,2024,East,Home & Kitchen,Marketplace,Consumer,Debit Card,7,1978.48,0.136,63.17,4.9,0,12337.39
ORD100246,2025-07-08 07:44:10,2025,North,Sports,Mobile App,Consumer,Credit Card,1,1128.19,0.252,187.18,4.2,0,981.64
ORD100247,2023-05-27 01:31:35,2023,East,Books,Mobile App,Consumer,COD,3,632.59,0.022,133.34,3.3,0,2283.13
ORD100248,2021-10-05 16:10:33,2021,Central,Home & Kitchen,Mobile App,Corporate,COD,4,1723.69,0.24,217.64,4.3,0,6593.2
ORD100249,2023-05-21 17:45:27,2023,North,Beauty,Marketplace,Corporate,UPI,1,1158.99,0.011,229.64,4.4,0,1378.82
ORD100250,2021-03-26 16:51:48,2021,North,Electronics,Mobile App,Consumer,Debit Card,2,2486.62,0.008,221.95,3.6,0,5886.66
ORD100251,2021-06-08 17:16:08,2021,South,Clothing,Marketplace,Corporate,UPI,2,1012.33,0.138,44.16,3.1,0,1983.13
ORD100252,2023-04-05 22:36:56,2023,Central,Beauty,Marketplace,Consumer,Debit Card,2,720.85,0.066,196.51,4.1,0,1523.74
ORD100253,2022-12-31 11:53:07,2022,East,Clothing,Marketplace,Corporate,Net Banking,3,1038.04,0.178,232.74,3.3,0,3102.34
ORD100254,2023-01-25 00:12:43,2023,West,Books,Mobile App,Home Office,Debit Card,4,700.67,0.008,166.7,4.7,0,3058.51
ORD100255,2021-09-10 05:32:54,2021,North,Books,Marketplace,Home Office,Credit Card,2,619.43,0.011,162.19,3.7,0,1447.92
ORD100256,2023-03-19 03:16:14,2023,West,Clothing,Website,Home Office,Credit Card,3,1280.74,0.218,39.9,5.0,0,3090.14
ORD100257,2023-01-11 16:57:41,2023,North,Home & Kitchen,Website,Consumer,Credit Card,2,1548.48,0.063,218.33,2.6,0,3035.95
ORD100258,2022-07-12 22:31:30,2022,West,Clothing,Mobile App,Consumer,Credit Card,6,1599.65,0.197,40.21,4.1,0,6751.42
ORD100259,2022-04-10 06:55:26,2022,North,Beauty,Marketplace,Home Office,Credit Card,2,774.77,0.225,98.97,4.9,0,1354.69
ORD100260,2019-06-22 23:54:36,2019,Central,Electronics,Website,Consumer,Net Banking,7,2505.08,0.018,233.69,3.4,0,16931.89
ORD100261,2020-05-17 20:57:08,2020,South,Home & Kitchen,Mobile App,Home Office,UPI,4,2105.69,0.231,238.94,3.9,0,7419.39
ORD100262,2021-05-14 00:34:26,2021,North,Beauty,Website,Corporate,UPI,6,820.85,0.081,248.22,3.7,0,5355.06
ORD100263,2021-08-22 03:19:25,2021,South,Beauty,Mobile App,Consumer,Debit Card,5,924.93,0.117,134.81,3.6,0,4265.1
ORD100264,2021-07-16 00:36:00,2021,North,Beauty,Website,Home Office,Net Banking,2,785.38,0.026,69.03,4.2,0,1729.81
ORD100265,2021-10-04 08:05:55,2021,North,Clothing,Marketplace,Corporate,Credit Card,5,1245.93,0.252,137.35,3.2,0,5265.82
ORD100266,2024-05-19 08:29:36,2024,East,Sports,Marketplace,Home Office,Credit Card,2,1921.24,0.168,52.51,3.9,0,3291.99
ORD100267,2019-12-02 02:43:53,2019,South,Sports,Marketplace,Corporate,Net Banking,1,1696.84,0.151,221.96,4.3,0,1775.74
ORD100268,2021-04-29 06:07:47,2021,South,Sports,Marketplace,Consumer,Credit Card,2,1823.46,0.291,153.32,3.9,0,3107.88
ORD100269,2020-02-21 07:11:21,2020,Central,Home & Kitchen,Website,Home Office,Net Banking,2,1885.19,0.1,118.99,3.3,0,3311.92
ORD100270,2021-02-25 17:24:33,2021,North,Books,Mobile App,Consumer,UPI,1,484.81,0.267,47.5,4.7,0,408.16
ORD100271,2023-10-16 17:46:32,2023,South,Home & Kitchen,Website,Corporate,UPI,1,2055.75,0.216,119.15,4.5,0,1684.29
ORD100272,2019-04-30 12:40:37,2019,North,Sports,Mobile App,Corporate,Debit Card,7,1537.97,0.279,220.56,3.3,0,9487.44
ORD100273,2021-05-17 16:55:24,2021,East,Clothing,Mobile App,Home Office,Credit Card,4,1101.45,0.272,184.75,3.2,0,3363.55
ORD100274,2019-03-02 13:01:11,2019,South,Clothing,Marketplace,Home Office,Net Banking,3,1269.89,0.297,48.14,3.4,0,2623.81
ORD100275,2024-02-02 20:58:32,2024,North,Beauty,Website,Corporate,Debit Card,7,989.25,0.04,65.18,4.4,0,6950.12
ORD100276,2020-09-14 15:11:55,2020,North,Beauty,Marketplace,Home Office,Credit Card,2,1038.99,0.239,116.31,4.2,0,1706.17
ORD100277,2020-05-21 14:12:38,2020,Central,Sports,Mobile App,Consumer,UPI,3,1325.66,0.241,52.3,4.5,0,2874.1
ORD100278,2019-09-10 20:25:29,2019,North,Clothing,Marketplace,Consumer,UPI,6,1601.34,0.193,235.49,3.8,0,6555.44
ORD100279,2022-04-23 16:20:34,2022,West,Books,Mobile App,Home Office,Net Banking,5,527.31,0.084,173.5,3.4,0,2790.72
ORD100280,2024-04-09 22:59:02,2024,Central,Clothing,Mobile App,Corporate,Credit Card,3,1168.86,0.29,50.86,4.6,0,2371.04
ORD100281,2023-02-02 05:47:24,2023,East,Beauty,Marketplace,Corporate,Debit Card,2,771.58,0.061,203.37,3.6,0,1906.54
ORD100282,2021-05-28 19:09:12,2021,South,Books,Marketplace,Consumer,COD,1,655.76,0.15,111.05,4.1,0,751.79
ORD100283,2020-12-11 20:35:08,2020,West,Beauty,Website,Consumer,COD,1,850.31,0.156,83.87,3.0,0,791.0
ORD100284,2022-05-06 21:36:09,2022,Central,Sports,Mobile App,Home Office,Credit Card,2,1523.8,0.049,155.4,3.6,1,3505.98
ORD100285,2025-10-29 17:57:21,2025,North,Books,Website,Home Office,UPI,6,479.9,0.217,32.94,4.7,0,2283.09
ORD100286,2020-04-19 19:38:15,2020,Central,Books,Mobile App,Home Office,Net Banking,5,620.04,0.027,132.39,3.5,0,3693.83
ORD100287,2022-05-08 23:35:53,2022,Central,Home & Kitchen,Marketplace,Corporate,Net Banking,4,2123.22,0.208,215.64,4.5,0,7223.73
ORD100288,2022-08-27 06:19:21,2022,North,Home & Kitchen,Marketplace,Corporate,Credit Card,6,1686.03,0.255,234.17,2.5,0,6804.63
ORD100289,2019-05-26 19:27:06,2019,North,Clothing,Website,Consumer,Debit Card,2,1650.73,0.105,105.36,3.6,0,3040.61
ORD100290,2022-04-12 06:33:01,2022,West,Beauty,Mobile App,Consumer,UPI,2,690.15,0.213,171.34,3.9,0,1486.65
ORD100291,2022-03-08 05:15:33,2022,North,Books,Mobile App,Corporate,Net Banking,3,452.72,0.047,79.9,5.0,0,1609.58
ORD100292,2020-10-25 03:04:39,2020,West,Home & Kitchen,Mobile App,Corporate,Net Banking,7,1932.9,0.254,153.25,3.2,0,11034.78
ORD100293,2019-11-24 02:05:18,2019,North,Home & Kitchen,Website,Consumer,Credit Card,5,2044.39,0.286,85.89,4.4,0,7578.67
ORD100294,2019-04-26 11:05:58,2019,West,Electronics,Website,Corporate,Debit Card,6,1953.33,0.046,155.7,4.7,0,13194.66
ORD100295,2019-01-22 22:26:12,2019,South,Home & Kitchen,Mobile App,Corporate,Credit Card,2,1898.53,0.208,67.78,3.5,0,3430.24
ORD100296,2022-05-15 16:36:17,2022,North,Clothing,Mobile App,Home Office,UPI,6,1202.65,0.152,237.07,3.8,0,7999.3
ORD100297,2019-08-18 15:12:53,2019,North,Books,Marketplace,Home Office,UPI,1,580.11,0.159,225.12,4.1,0,683.48
ORD100298,2025-09-18 01:17:00,2025,North,Beauty,Mobile App,Corporate,COD,2,1001.37,0.212,104.12,3.0,0,2041.08
ORD100299,2020-09-17 13:46:11,2020,East,Electronics,Mobile App,Corporate,Debit Card,4,2827.1,0.147,200.87,3.7,1,11734.23
ORD100300,2023-07-26 20:08:16,2023,North,Electronics,Mobile App,Home Office,UPI,1,2201.39,0.18,51.01,4.8,0,1822.32
ORD100301,2023-09-18 10:27:45,2023,Central,Books,Marketplace,Home Office,UPI,7,608.59,0.069,192.88,4.3,0,4017.81
ORD100302,2022-06-20 12:21:15,2022,West,Books,Mobile App,Consumer,Credit Card,7,587.36,0.114,92.14,3.9,1,4200.7
ORD100303,2025-03-08 12:19:57,2025,South,Sports,Mobile App,Home Office,COD,4,1386.98,0.26,59.84,4.1,0,4382.1
ORD100304,2019-10-10 22:17:40,2019,Central,Electronics,Website,Consumer,Credit Card,3,1956.21,0.033,179.2,4.4,0,6012.49
ORD100305,2020-08-21 04:26:08,2020,West,Electronics,Marketplace,Corporate,COD,1,2845.32,0.179,133.36,4.5,0,2317.88
ORD100306,2020-10-07 05:27:06,2020,West,Clothing,Marketplace,Consumer,Debit Card,5,1122.9,0.055,146.63,3.6,0,5738.47
ORD100307,2019-12-13 02:51:44,2019,North,Sports,Website,Home Office,Net Banking,4,1776.98,0.254,144.52,5.0,1,5572.21
ORD100308,2021-01-23 10:36:47,2021,West,Sports,Mobile App,Consumer,Net Banking,6,1245.93,0.174,43.08,4.9,0,6433.58
ORD100309,2021-03-10 05:29:06,2021,East,Books,Website,Home Office,UPI,5,655.82,0.121,41.3,4.4,1,3008.02
ORD100310,2024-05-08 20:06:32,2024,Central,Electronics,Marketplace,Consumer,UPI,1,1874.73,0.075,162.26,3.5,0,1834.3
ORD100311,2021-02-09 22:58:44,2021,East,Electronics,Website,Consumer,COD,1,2820.26,0.131,167.25,3.3,0,2494.09
ORD100312,2025-02-18 20:56:49,2025,West,Books,Website,Corporate,COD,6,620.01,0.287,40.38,3.8,0,2851.93
ORD100313,2024-05-28 22:55:11,2024,South,Books,Website,Home Office,UPI,2,439.76,0.153,113.26,4.0,0,826.34
ORD100314,2025-04-23 14:19:04,2025,North,Sports,Mobile App,Consumer,Net Banking,7,1696.87,0.141,164.83,2.9,0,12663.82
ORD100315,2019-09-26 22:53:57,2019,North,Electronics,Website,Consumer,COD,1,2380.38,0.224,174.47,4.3,0,2169.12
ORD100316,2025-11-21 13:22:36,2025,Central,Electronics,Mobile App,Consumer,COD,6,2058.43,0.114,212.22,4.8,0,10702.21
ORD100317,2023-04-19 06:56:13,2023,West,Electronics,Marketplace,Corporate,Credit Card,7,1965.49,0.128,122.56,4.4,0,15221.84
ORD100318,2025-11-15 22:18:06,2025,South,Sports,Marketplace,Consumer,COD,4,1717.98,0.101,150.62,3.6,0,6109.32
ORD100319,2021-06-25 23:26:42,2021,West,Books,Website,Home Office,Net Banking,1,636.76,0.045,157.28,3.5,0,767.19
ORD100320,2025-09-01 20:46:43,2025,North,Beauty,Website,Consumer,COD,7,836.97,0.214,98.65,4.2,0,5041.33
ORD100321,2023-02-13 11:25:24,2023,North,Clothing,Website,Home Office,UPI,2,1601.5,0.262,41.84,3.9,0,2026.53
ORD100322,2019-07-03 13:51:26,2019,East,Sports,Marketplace,Home Office,Net Banking,4,1346.78,0.272,30.93,4.3,0,3877.81
ORD100323,2021-11-14 06:40:33,2021,West,Electronics,Mobile App,Home Office,UPI,7,1734.54,0.264,213.95,4.4,0,9079.81
ORD100324,2019-12-19 04:48:23,2019,Central,Sports,Mobile App,Home Office,Credit Card,6,1619.89,0.136,74.05,4.7,0,8954.98
ORD100325,2025-08-02 21:51:44,2025,West,Books,Marketplace,Home Office,UPI,1,444.89,0.085,168.66,3.3,0,592.77
ORD100326,2021-02-17 05:11:40,2021,South,Sports,Mobile App,Consumer,Debit Card,6,1353.25,0.191,156.95,4.1,0,6951.41
ORD100327,2020-07-22 08:31:22,2020,Central,Books,Website,Corporate,COD,2,565.92,0.286,117.92,3.8,0,990.25
ORD100328,2022-11-14 04:59:25,2022,East,Beauty,Mobile App,Home Office,Net Banking,6,816.75,0.218,213.37,3.9,0,4565.88
ORD100329,2021-12-22 17:06:20,2021,Central,Home & Kitchen,Marketplace,Corporate,Credit Card,5,1562.85,0.148,183.65,4.6,0,7566.89
ORD100330,2019-09-05 21:00:41,2019,North,Clothing,Website,Home Office,Debit Card,3,1477.78,0.207,35.0,4.6,0,3562.4
ORD100331,2024-09-17 23:00:49,2024,North,Books,Mobile App,Home Office,Credit Card,3,577.97,0.232,200.87,4.9,0,1612.66
ORD100332,2024-12-01 20:34:06,2024,North,Sports,Mobile App,Home Office,Net Banking,1,1817.8,0.276,141.54,4.3,0,1738.58
ORD100333,2024-03-14 00:16:21,2024,Central,Clothing,Website,Consumer,Credit Card,7,1390.59,0.229,106.34,3.9,0,7716.48
ORD100334,2023-04-26 10:17:27,2023,North,Books,Website,Corporate,UPI,2,558.74,0.13,189.91,3.8,0,1203.44
ORD100335,2021-10-25 22:29:59,2021,Central,Electronics,Mobile App,Consumer,Debit Card,3,1966.12,0.082,180.93,2.9,0,4930.71
ORD100336,2022-10-18 06:48:06,2022,West,Beauty,Mobile App,Consumer,COD,4,1067.07,0.15,98.33,4.9,0,3430.86
ORD100337,2022-08-24 16:00:14,2022,North,Clothing,Website,Consumer,Debit Card,5,1115.76,0.098,246.27,3.8,0,5081.15
ORD100338,2020-02-27 12:51:28,2020,Central,Beauty,Mobile App,Corporate,Credit Card,4,794.9,0.283,172.72,4.3,0,2730.76
ORD100339,2019-07-29 02:45:05,2019,North,Home & Kitchen,Mobile App,Corporate,UPI,4,2183.17,0.152,163.27,4.4,0,8123.18
ORD100340,2020-10-09 07:42:13,2020,North,Home & Kitchen,Mobile App,Home Office,COD,5,2083.78,0.142,45.37,3.2,0,9606.68
ORD100341,2022-03-07 06:38:03,2022,East,Sports,Marketplace,Home Office,Net Banking,7,1630.62,0.104,91.45,3.4,0,9849.4
ORD100342,2020-02-14 18:10:51,2020,South,Sports,Website,Home Office,UPI,3,1157.11,0.192,128.33,5.0,0,2718.58
ORD100343,2019-09-30 15:24:48,2019,South,Home & Kitchen,Mobile App,Consumer,UPI,6,1475.99,0.156,168.74,4.2,0,8338.44
ORD100344,2024-12-17 12:59:15,2024,North,Books,Website,Corporate,UPI,6,563.74,0.039,142.81,3.6,0,4066.26
ORD100345,2021-08-16 11:47:58,2021,West,Home & Kitchen,Marketplace,Home Office,Credit Card,7,2088.88,0.261,197.87,3.9,0,10028.99
ORD100346,2023-02-02 06:52:25,2023,North,Electronics,Website,Consumer,COD,7,2211.56,0.108,87.76,4.7,0,14167.71
ORD100347,2022-09-01 09:59:20,2022,South,Electronics,Marketplace,Corporate,UPI,6,1670.92,0.13,184.47,4.6,1,8153.26
ORD100348,2024-02-22 23:46:46,2024,East,Clothing,Website,Home Office,COD,2,1106.75,0.062,209.65,3.0,0,2016.27
ORD100349,2024-03-05 23:02:13,2024,East,Sports,Website,Home Office,UPI,6,1610.73,0.166,198.31,5.0,0,7869.43
ORD100350,2021-01-26 15:50:23,2021,West,Beauty,Mobile App,Home Office,Net Banking,6,1018.64,0.211,199.59,4.6,0,5696.87
ORD100351,2024-12-07 06:01:52,2024,South,Home & Kitchen,Marketplace,Corporate,Credit Card,3,1383.09,0.264,225.47,3.9,0,3321.06
ORD100352,2021-08-06 22:07:18,2021,West,Home & Kitchen,Website,Corporate,COD,5,1392.9,0.015,48.52,3.2,0,6974.1
ORD100353,2024-11-04 18:53:43,2024,West,Books,Website,Corporate,Debit Card,2,491.55,0.292,183.38,4.7,0,952.51
ORD100354,2021-10-31 19:25:22,2021,South,Beauty,Marketplace,Home Office,Credit Card,4,716.33,0.211,243.11,4.3,0,2511.29
ORD100355,2019-10-11 16:49:24,2019,South,Electronics,Website,Corporate,Credit Card,6,2305.75,0.085,156.2,3.1,0,12970.69
ORD100356,2024-04-26 14:21:30,2024,East,Electronics,Website,Corporate,COD,2,1799.68,0.061,77.81,3.8,1,4327.57
ORD100357,2019-03-19 02:12:59,2019,East,Home & Kitchen,Marketplace,Consumer,Debit Card,3,1991.74,0.089,249.73,5.0,0,5572.28
ORD100358,2024-05-28 03:13:18,2024,North,Home & Kitchen,Website,Corporate,Credit Card,6,2119.45,0.263,68.43,4.0,1,10288.55
ORD100359,2019-04-21 07:46:07,2019,East,Books,Marketplace,Consumer,Net Banking,4,706.08,0.087,103.82,3.5,0,2596.21
ORD100360,2020-06-12 14:46:08,2020,North,Beauty,Marketplace,Corporate,Debit Card,7,1144.46,0.139,67.85,3.3,0,7787.55
ORD100361,2023-03-23 04:48:06,2023,East,Sports,Marketplace,Home Office,Net Banking,1,1350.53,0.212,132.19,5.0,0,1314.61
ORD100362,2025-08-03 13:45:34,2025,Central,Beauty,Website,Home Office,Debit Card,6,689.56,0.262,122.15,4.6,0,3598.15
ORD100363,2021-11-10 01:39:24,2021,East,Home & Kitchen,Website,Corporate,UPI,6,1676.12,0.198,138.07,4.9,0,8319.55
ORD100364,2019-11-05 09:28:51,2019,West,Beauty,Mobile App,Home Office,UPI,7,1025.7,0.226,234.16,4.2,0,6553.45
ORD100365,2020-08-18 07:34:21,2020,South,Beauty,Mobile App,Home Office,UPI,2,704.6,0.052,135.23,4.8,0,1597.28
ORD100366,2025-04-09 11:42:46,2025,Central,Sports,Marketplace,Corporate,Debit Card,7,1421.76,0.263,143.22,3.4,0,8706.0
ORD100367,2024-02-01 12:52:51,2024,Central,Clothing,Mobile App,Home Office,Debit Card,3,1188.09,0.083,225.07,4.1,0,3606.55
ORD100368,2019-09-14 14:40:13,2019,Central,Beauty,Marketplace,Corporate,Net Banking,3,783.58,0.039,209.91,4.2,0,2626.57
ORD100369,2021-09-10 19:08:09,2021,West,Clothing,Marketplace,Home Office,COD,3,1479.88,0.293,82.74,4.9,0,3462.73
ORD100370,2020-11-07 03:55:48,2020,West,Sports,Marketplace,Corporate,UPI,5,1668.76,0.06,32.84,4.2,0,9155.73
ORD100371,2020-03-30 12:55:28,2020,East,Sports,Website,Consumer,COD,5,1566.78,0.041,168.49,3.6,1,8643.34
ORD100372,2024-12-03 14:22:45,2024,Central,Beauty,Website,Consumer,COD,4,1125.83,0.188,215.87,4.0,0,3934.09
ORD100373,2023-04-28 20:54:10,2023,Central,Books,Website,Home Office,Net Banking,1,443.7,0.096,151.63,2.9,0,548.0
ORD100374,2020-04-03 18:45:42,2020,East,Beauty,Mobile App,Consumer,Debit Card,7,749.1,0.04,76.46,2.5,0,4268.91
ORD100375,2023-07-22 04:14:26,2023,North,Electronics,Website,Home Office,UPI,2,2113.97,0.18,193.1,4.5,0,3188.24
ORD100376,2021-11-23 01:54:40,2021,North,Beauty,Marketplace,Consumer,UPI,1,999.66,0.228,177.3,3.8,1,919.1
ORD100377,2019-06-07 03:13:39,2019,South,Sports,Website,Corporate,UPI,5,1606.87,0.238,154.31,3.8,0,6181.49
ORD100378,2020-04-18 10:51:49,2020,North,Electronics,Marketplace,Corporate,Net Banking,3,1739.59,0.047,219.93,4.5,0,5974.21
ORD100379,2020-09-18 21:09:59,2020,South,Electronics,Marketplace,Corporate,Debit Card,5,2809.69,0.167,202.53,4.9,0,11509.83
ORD100380,2025-02-24 17:15:00,2025,North,Clothing,Website,Consumer,UPI,7,1193.12,0.244,176.95,4.3,0,6230.63
ORD100381,2023-12-21 09:16:53,2023,Central,Books,Website,Consumer,UPI,1,521.09,0.048,176.25,5.0,0,647.47
ORD100382,2019-12-09 17:42:10,2019,North,Beauty,Mobile App,Corporate,UPI,2,983.7,0.062,175.68,4.3,0,2488.89
ORD100383,2024-12-16 00:16:21,2024,West,Books,Mobile App,Corporate,Net Banking,4,698.41,0.001,145.54,4.2,0,3137.67
ORD100384,2023-01-07 22:18:36,2023,South,Books,Website,Home Office,Net Banking,6,612.96,0.157,132.06,4.2,0,3349.42
ORD100385,2025-02-13 09:56:14,2025,North,Beauty,Mobile App,Corporate,Net Banking,5,1147.61,0.058,186.11,3.2,0,6378.55
ORD100386,2024-03-24 12:35:36,2024,West,Sports,Website,Consumer,UPI,3,1279.76,0.217,164.31,4.6,0,3399.58
ORD100387,2021-05-17 07:22:39,2021,Central,Clothing,Website,Consumer,UPI,5,1417.45,0.289,137.8,2.4,0,5528.94
ORD100388,2022-09-29 02:58:03,2022,West,Electronics,Marketplace,Corporate,UPI,7,2652.94,0.063,57.87,3.6,0,18804.76
ORD100389,2022-09-18 20:29:11,2022,Central,Home & Kitchen,Marketplace,Corporate,Net Banking,4,1853.93,0.195,184.42,4.0,0,5744.48
ORD100390,2024-01-15 04:05:33,2024,East,Beauty,Website,Home Office,Net Banking,7,854.28,0.064,172.12,3.5,0,5662.38
ORD100391,2020-09-26 22:14:32,2020,West,Clothing,Marketplace,Corporate,Credit Card,6,1679.1,0.005,105.29,3.7,0,10922.43
ORD100392,2021-05-01 08:58:25,2021,North,Clothing,Mobile App,Corporate,UPI,3,1075.81,0.228,108.39,5.0,0,2987.09
ORD100393,2020-09-17 16:47:47,2020,Central,Electronics,Mobile App,Consumer,Credit Card,2,2147.22,0.13,84.28,4.7,0,3738.83
ORD100394,2021-01-26 22:35:22,2021,West,Sports,Website,Consumer,COD,6,1845.53,0.284,241.62,3.6,0,8915.73
ORD100395,2020-02-17 03:58:09,2020,South,Books,Mobile App,Home Office,UPI,2,684.9,0.16,219.24,3.7,0,1426.22
